Name,Score,Numberofscore,Review,Link,Addr,Typename
포&시드니 중계브라운스톤점,3.6,5,12,https://place.map.kakao.com/27323374,서울 노원구 동일로203가길 29 중계브라운스톤아파트 상가 1층 110호,동남아음식
양꼬치가,3.0,2,16,https://place.map.kakao.com/1575054414,서울 노원구 한글비석로20길 30,중화요리
본죽 중계은행사거리점,5.0,2,2,https://place.map.kakao.com/16617383,서울 노원구 한글비석로 245 두타빌A동 110호,죽
만선수산,0.0,0,3,https://place.map.kakao.com/15668564,서울 노원구 한글비석로 366,회
명륜진사갈비 상계역점,2.6,5,6,https://place.map.kakao.com/1521072166,서울 노원구 덕릉로87길 21,갈비
코코로돈까스,4.0,25,24,https://place.map.kakao.com/17550298,서울 노원구 한글비석로22길 30-1,"돈까스,우동"
싸움의고수 은행사거리점,3.8,5,2,https://place.map.kakao.com/1659385755,서울 노원구 한글비석로 264 중계그랜드프라자 113호,"족발,보쌈"
롯데리아 상계점,3.0,1,2,https://place.map.kakao.com/14600358,서울 노원구 한글비석로 369,패스트푸드
용을타는 돼지네포장마차,2.0,1,3,https://place.map.kakao.com/15858824,서울 노원구 중계로18길 17,실내포장마차
뚜레쥬르 중계브라운점,2.5,4,0,https://place.map.kakao.com/7849743,"서울 노원구 동일로203가길 29 브라운스톤중계 1층 185,186호","제과,베이커리"
써브웨이 중계은행사거리점,5.0,2,0,https://place.map.kakao.com/1374085143,서울 노원구 한글비석로 269 1층,샌드위치
파리바게뜨 상계본점,5.0,3,1,https://place.map.kakao.com/1571223188,서울 노원구 한글비석로15길 3 파리바게뜨 상계본점,"제과,베이커리"
옛날통닭,4.0,4,2,https://place.map.kakao.com/1285397795,서울 노원구 동일로203가길 29 브라운스톤 1층,치킨
탐앤탐스 하계점,4.0,2,1,https://place.map.kakao.com/17083009,서울 노원구 섬밭로 258 1층,커피전문점
얌샘김밥 중계역점,4.5,6,4,https://place.map.kakao.com/1796497210,서울 노원구 동일로 1279 중계그린아파트 B상가 101호,분식
옛촌냉면,3.3,3,3,https://place.map.kakao.com/13293729,서울 노원구 동일로 1279,냉면
사카나,5.0,4,5,https://place.map.kakao.com/16082172,서울 노원구 한글비석로20길 33 1층,일본식주점
빽다방 중계은행사거리점,3.3,3,0,https://place.map.kakao.com/27095996,서울 노원구 한글비석로 235 하나프라자빌딩 105호,커피전문점
미스터짱닭치킨 상계역점,4.3,4,7,https://place.map.kakao.com/19661945,서울 노원구 한글비석로20길 17,치킨
복촌닭한마리,5.0,2,22,https://place.map.kakao.com/19531893,서울 노원구 한글비석로20길 19 2층,국수
배스킨라빈스 상계역점,2.1,7,3,https://place.map.kakao.com/10410434,서울 노원구 한글비석로 384 대호프라자상가,아이스크림
굽네치킨 중계1동점,5.0,1,0,https://place.map.kakao.com/1028864335,서울 노원구 덕릉로 591 1층 102호,치킨
땅스부대찌개 중계점,5.0,1,3,https://place.map.kakao.com/1803019295,서울 노원구 중계로 198 상가 1층,"찌개,전골"
도리연닭도리탕,5.0,1,14,https://place.map.kakao.com/244846284,서울 노원구 덕릉로83길 20-5,닭요리
미래수산,3.7,3,3,https://place.map.kakao.com/15319187,서울 노원구 동일로 1280,회
가츠몽 중계은행사거리점,0.0,0,2,https://place.map.kakao.com/1666035904,서울 노원구 한글비석로 231 위성프라자 104호,"돈까스,우동"
곤조참치,4.3,6,4,https://place.map.kakao.com/620791338,서울 노원구 덕릉로 721,"해물,생선"
파파존스 중계점,5.0,3,14,https://place.map.kakao.com/21413910,서울 노원구 한글비석로 264 그랜드프라자 2층,피자
수유리우동집 상계직영점,2.7,9,0,https://place.map.kakao.com/20636837,서울 노원구 덕릉로83길 18,"돈까스,우동"
장수한우곱창 상계점,4.1,10,5,https://place.map.kakao.com/145407990,서울 노원구 덕릉로83길 5 한화꿈에그린 더퍼스트 상가 1층 105호,"곱창,막창"
