Name,Score,Numberofscore,Review,Link,Addr,Typename
씬머이,4.0,10,61,https://place.map.kakao.com/1714903264,서울 노원구 동일로173길 15,베트남음식
키노야 공릉점,4.4,7,7,https://place.map.kakao.com/674123744,서울 노원구 공릉로 152 1층,일본식주점
이너모스트,4.8,4,63,https://place.map.kakao.com/1910112179,서울 노원구 동일로183길 12-14 1층,카페
투썸플레이스 노원공릉점,1.6,17,6,https://place.map.kakao.com/27303578,서울 노원구 동일로192길 52,커피전문점
화단과자점,4.5,13,45,https://place.map.kakao.com/1211861869,서울 노원구 동일로178길 59-25 1층 103호,"제과,베이커리"
커피콩,3.6,11,15,https://place.map.kakao.com/18039621,서울 노원구 동일로193길 18,커피전문점
할머니옛날보리쌈밥,4.7,11,9,https://place.map.kakao.com/9643836,서울 노원구 공릉로 133,쌈밥
아티스트웨이,4.4,9,31,https://place.map.kakao.com/547299085,서울 노원구 동일로192다길 55,카페
권할머니능이흑염소,4.5,4,53,https://place.map.kakao.com/8680217,서울 노원구 공릉로41길 8,"사철탕,영양탕"
원조공릉곱창,3.3,3,24,https://place.map.kakao.com/16056887,서울 노원구 동일로 1062,"곱창,막창"
싱싱오징어바다 과기대점,2.6,5,2,https://place.map.kakao.com/16330146,서울 노원구 동일로192길 30,"해물,생선"
마롱카롱,3.5,13,44,https://place.map.kakao.com/1812102583,서울 노원구 공릉로 207 세림빌딩 2층,"제과,베이커리"
백소정 공릉직영본점,3.4,19,39,https://place.map.kakao.com/1514689637,서울 노원구 동일로 1024 1층,"돈까스,우동"
안시성,2.1,16,14,https://place.map.kakao.com/16906789,서울 노원구 화랑로 475,중화요리
하마돈,3.6,21,28,https://place.map.kakao.com/2006598797,서울 노원구 공릉로 153,양식
마이브라더스커피,2.5,2,20,https://place.map.kakao.com/19038710,서울 노원구 공릉로46길 28,커피전문점
프랭크버거,3.5,8,7,https://place.map.kakao.com/86710461,서울 노원구 노원로1길 67 대덕프라자 1층 118호,햄버거
인차이나,3.3,19,11,https://place.map.kakao.com/26861724,서울 노원구 공릉로 167,중화요리
등촌샤브칼국수 공릉점,4.7,18,38,https://place.map.kakao.com/1368613255,서울 노원구 공릉로 179 1층,샤브샤브
7일간의양심,4.0,12,21,https://place.map.kakao.com/118701285,서울 노원구 동일로192길 5,"스테이크,립"
공릉동멸치국수,3.4,8,14,https://place.map.kakao.com/21413715,서울 노원구 동일로173가길 43,국수
공덕관,2.4,13,22,https://place.map.kakao.com/16765207,서울 노원구 동일로192길 38,중화요리
공릉동 원조멸치국수 본점,3.2,6,6,https://place.map.kakao.com/20745752,서울 노원구 동일로195길 16,국수
굴다리 전주콩나물국밥,4.0,9,8,https://place.map.kakao.com/17209056,서울 노원구 동일로198길 32,국밥
스와레,4.0,7,14,https://place.map.kakao.com/14659962,서울 노원구 화랑로51길 20 1층,일식
하노이별 공릉점,2.8,12,23,https://place.map.kakao.com/19010252,서울 노원구 동일로174길 44,동남아음식
싹쓰리솥뚜껑김치삼겹살,3.0,10,24,https://place.map.kakao.com/20747169,서울 노원구 동일로 1020,삼겹살
추운돼지삼겹살 공릉점,3.7,6,10,https://place.map.kakao.com/1563510748,서울 노원구 동일로186길 77-21,삼겹살
라화방마라탕,3.8,5,22,https://place.map.kakao.com/315578128,서울 노원구 공릉로 208,중식
남자서른,2.8,12,21,https://place.map.kakao.com/1917911801,서울 노원구 공릉로37길 23 1층,"호프,요리주점"
아고라커피,3.6,22,63,https://place.map.kakao.com/1825626529,서울 노원구 동일로193길 14 1층,카페
스시락 2호공릉점,4.6,11,6,https://place.map.kakao.com/26838619,서울 노원구 공릉로 146 1층,"초밥,롤"
고씨네 서울여대점,2.7,7,22,https://place.map.kakao.com/2093975828,서울 노원구 화랑로51나길 8 203호,일식
태능고향풍천장어,3.3,4,5,https://place.map.kakao.com/16735673,서울 노원구 공릉로 101,장어
BHC치킨 태릉입구점,1.9,13,8,https://place.map.kakao.com/26580341,서울 노원구 공릉로 109 1층,치킨
만두장성,3.9,10,36,https://place.map.kakao.com/1339676000,서울 노원구 동일로180길 32 도깨비시장 나-20호,분식
우아즈,4.1,14,47,https://place.map.kakao.com/1275682622,서울 노원구 공릉로27길 72-3,테마카페
석천숯불갈비,3.6,8,12,https://place.map.kakao.com/20748983,서울 노원구 동일로 1001,갈비
우리할매떡볶이 공릉시장점,4.2,6,24,https://place.map.kakao.com/1940208491,서울 노원구 동일로180길 59 1층 02호,떡볶이
참치세상,4.4,5,28,https://place.map.kakao.com/24064837,서울 노원구 공릉로 204,참치회
꽃중년푸줏간,2.6,5,16,https://place.map.kakao.com/25085271,서울 노원구 동일로 1057,"육류,고기"
루맨틱,4.4,5,42,https://place.map.kakao.com/33565585,서울 노원구 공릉로 104,"호프,요리주점"
유정집 공릉점,2.0,1,2,https://place.map.kakao.com/16875802,서울 노원구 동일로173가길 65,"육류,고기"
사잇길,4.8,4,23,https://place.map.kakao.com/490038053,서울 노원구 공릉로34길 109,술집
청계천8가삼성곱창,3.9,9,15,https://place.map.kakao.com/23107625,서울 노원구 공릉로38길 9,"곱창,막창"
모두치킨,5.0,1,113,https://place.map.kakao.com/1127490386,서울 노원구 동일로191길 7 1층,치킨
소라분식 태릉본점,1.8,6,7,https://place.map.kakao.com/401975918,서울 노원구 화랑로51길 81 1층,분식
로지스시 공릉점,3.9,20,14,https://place.map.kakao.com/27473705,서울 노원구 동일로192길 87,일식
카페 오제트,4.1,12,51,https://place.map.kakao.com/1483345844,서울 노원구 공릉로51길 14-2 2층,카페
소문난기사식당,3.6,7,18,https://place.map.kakao.com/16268498,서울 노원구 동일로192길 30,기사식당
춘천닭갈비 서울과기대점,4.8,8,13,https://place.map.kakao.com/16936111,서울 노원구 동일로192길 56,닭요리
더맛나곱창,4.6,9,9,https://place.map.kakao.com/26948094,서울 노원구 동일로198길 36 1층,"곱창,막창"
기가차다회집,4.0,4,8,https://place.map.kakao.com/1781898287,서울 노원구 동일로190길 65 우화빌딩 1층,회
스타쿠빙,4.7,7,6,https://place.map.kakao.com/1857538688,서울 노원구 동일로 1019,카페
마실자리 공릉철길점,3.1,7,11,https://place.map.kakao.com/544334420,서울 노원구 공릉로39길 28 1층,"호프,요리주점"
유니온커피로스터,3.5,14,12,https://place.map.kakao.com/26555618,서울 노원구 동일로198길 72 1층,커피전문점
쇠뿔정육식당 공릉점,4.2,5,13,https://place.map.kakao.com/17909124,서울 노원구 공릉로20가길 1,"육류,고기"
시작이밤이다,4.3,6,24,https://place.map.kakao.com/400355799,서울 노원구 동일로190길 33 현대빌라 101호,"호프,요리주점"
오봉족발 본점,5.0,1,2,https://place.map.kakao.com/215280197,서울 노원구 공릉로32길 4 1층,"족발,보쌈"
코타브레드,3.8,11,37,https://place.map.kakao.com/1344660940,서울 노원구 공릉로 165 1층,"제과,베이커리"
지금보고싶다 공릉점,5.0,2,26,https://place.map.kakao.com/1319008981,서울 노원구 동일로192길 63 2층,"호프,요리주점"
엘밭,4.2,6,36,https://place.map.kakao.com/933986337,서울 노원구 섬밭로 16 201호,"제과,베이커리"
뽕신 공릉동점,4.0,8,18,https://place.map.kakao.com/17247659,서울 노원구 동일로 1078,중화요리
이박사왕돈까스,3.4,11,15,https://place.map.kakao.com/16498930,서울 노원구 동일로173가길 127,"돈까스,우동"
온고을,3.2,5,6,https://place.map.kakao.com/16472635,서울 노원구 동일로 1065,한식
원조강영숙봉평메밀촌 본점,4.6,15,16,https://place.map.kakao.com/17223169,서울 노원구 공릉로 191-6,국수
명륜진사갈비 서울공릉점,2.6,16,15,https://place.map.kakao.com/2015181783,서울 노원구 동일로 1106 2층,갈비
광성반점,3.4,8,17,https://place.map.kakao.com/15377755,서울 노원구 동일로173가길 5,중화요리
서봉포차,5.0,1,3,https://place.map.kakao.com/25548212,서울 노원구 동일로192길 58,실내포장마차
오늘손칼국수앤찜 공릉점,3.8,10,15,https://place.map.kakao.com/26418668,서울 노원구 동일로192길 5 2층,"해물,생선"
에이엔,5.0,3,19,https://place.map.kakao.com/1105006417,서울 노원구 동일로195길 7,"초밥,롤"
태릉수산,2.3,3,7,https://place.map.kakao.com/16417877,서울 노원구 섬밭로 54,회
찬이네곱창,5.0,3,16,https://place.map.kakao.com/1064474316,서울 노원구 공릉로51길 7,"곱창,막창"
오스테리아 잭팟,3.6,8,33,https://place.map.kakao.com/110604231,서울 노원구 화랑로53길 14 1층,양식
버거킹 화랑대역점,3.0,5,4,https://place.map.kakao.com/335629825,서울 노원구 노원로 3,패스트푸드
수돈재 공릉점,3.7,9,8,https://place.map.kakao.com/1472202260,서울 노원구 동일로192길 5 1층,"육류,고기"
동아맨숀,3.0,5,31,https://place.map.kakao.com/1433960184,서울 노원구 동일로184길 57,술집
써브웨이 공릉점,3.3,15,8,https://place.map.kakao.com/19658550,서울 노원구 공릉로 207,샌드위치
프린트카페 서울과기대점,0.0,0,0,https://place.map.kakao.com/1703681437,서울 노원구 공릉로 231,카페
오늘의파스타,4.4,19,25,https://place.map.kakao.com/1244697705,서울 노원구 공릉로 118 1층,이탈리안
