Name,Score,Numberofscore,Review,Link,Addr1,Addr2,Typename
일상다반,2.8,34,90,https://place.map.kakao.com/27325995,서울 노원구 동일로186길 77-17,공릉동 504-28,일식집
아너카페,4.3,11,41,https://place.map.kakao.com/104777847,서울 노원구 동일로192다길 9,공릉동 389-12,카페
스타벅스 공릉역,3.3,10,18,https://place.map.kakao.com/799469641,서울 노원구 동일로 1081,공릉동 379-27,커피전문점
파브커피,4.0,22,92,https://place.map.kakao.com/394316415,서울 노원구 동일로186길 76 1층,공릉동 506-29,카페
오름제주고기 본점,2.8,12,89,https://place.map.kakao.com/903435269,서울 노원구 동일로192길 85,공릉동 441-136,"육류,고기"
청교옥,4.2,66,8,https://place.map.kakao.com/88388237,서울 노원구 공릉로 225 1층,공릉동 438-2,냉면
네코정,3.5,13,36,https://place.map.kakao.com/1422521863,서울 노원구 동일로192길 77 동신아파트 104동 상가 2층,공릉동 745,일식
국민소곱창 공릉점,4.0,5,73,https://place.map.kakao.com/2140415713,서울 노원구 동일로192길 88 오성빌딩 1층,공릉동 441-26,"곱창,막창"
오피셜커피,3.8,23,96,https://place.map.kakao.com/82447262,서울 노원구 동일로184길 69-7 1층 101호,공릉동 506-34,카페
에슬로우커피 공릉점,4.4,8,14,https://place.map.kakao.com/27229512,서울 노원구 노원로 3 우토파크프라자 1층,공릉동 90-4,커피전문점
르번미 태릉점,3.3,13,49,https://place.map.kakao.com/1010932244,서울 노원구 동일로 986 프레미어스엠코 102동 128호,공릉동 670-20,베트남음식
공릉회수산,3.8,6,9,https://place.map.kakao.com/16906339,서울 노원구 공릉로 179,공릉동 408-8,회
생선까시,3.1,18,19,https://place.map.kakao.com/1674504332,서울 노원구 동일로191가길 22 1층,공릉동 379-25,한식
테르미니,3.6,14,4,https://place.map.kakao.com/26025273,서울 노원구 화랑로53길 12,공릉동 27-20,양식
브레드스팟,4.1,23,39,https://place.map.kakao.com/27478521,서울 노원구 공릉로 111-1,공릉동 633-9,"제과,베이커리"
본참치 태릉직영점,0.0,0,29,https://place.map.kakao.com/181738557,서울 노원구 동일로174길 7 1층,공릉동 617-18,참치회
청학골,2.1,18,15,https://place.map.kakao.com/8580028,서울 노원구 동일로192길 6,공릉동 395-1,갈비
산들바다,2.2,6,16,https://place.map.kakao.com/1232150620,서울 노원구 화랑로 443 디벨리움 2층,공릉동 670-7,한정식
페페그라노,3.9,23,77,https://place.map.kakao.com/2026803402,서울 노원구 공릉로32길 5 1층,공릉동 333-16,이탈리안
로지다이닝키친,4.3,15,39,https://place.map.kakao.com/395667039,서울 노원구 공릉로43길 18 1층,공릉동 408-125,일식
미라쥬양과점,5.0,10,35,https://place.map.kakao.com/1840820291,서울 노원구 동일로196길 15 1층,공릉동 362-12,디저트카페
버거킹 공릉역점,2.6,19,13,https://place.map.kakao.com/630873835,서울 노원구 동일로 1085,공릉동 379-20,패스트푸드
스시쟁이,2.9,14,45,https://place.map.kakao.com/21766457,서울 노원구 공릉로 197,공릉동 424-4,"초밥,롤"
탐라도회,3.4,8,13,https://place.map.kakao.com/21328692,서울 노원구 동일로 1101 2층,공릉동 323-35,회
아이엠돈까스,4.3,13,29,https://place.map.kakao.com/27404804,서울 노원구 동일로198길 60,공릉동 431-3,"돈까스,우동"
오누이,4.6,18,46,https://place.map.kakao.com/216150274,서울 노원구 동일로187길 12-47 1층,공릉동 400-17,카페
태릉양꼬치양갈비,4.1,8,16,https://place.map.kakao.com/1016347969,서울 노원구 공릉로 110 1층,공릉동 644-7,양꼬치
맥도날드 과학기술대점,1.5,17,15,https://place.map.kakao.com/26518032,서울 노원구 공릉로 231,공릉동 435-2,패스트푸드
공릉우동집,3.3,18,47,https://place.map.kakao.com/16555583,서울 노원구 동일로192길 42,공릉동 392-1,"돈까스,우동"
알러이,4.9,27,39,https://place.map.kakao.com/1682005121,서울 노원구 공릉로43길 15,공릉동 408-1,아시아음식
마포생고기,3.0,8,17,https://place.map.kakao.com/12991364,서울 노원구 동일로190길 39,공릉동 393-5,"육류,고기"
루이스버거 공릉점,2.2,21,72,https://place.map.kakao.com/1753610905,서울 노원구 동일로192길 74 우은빌딩,공릉동 441-92,햄버거
스타벅스 태릉입구역DT,4.3,7,8,https://place.map.kakao.com/944088477,서울 노원구 화랑로 469,공릉동 653-8,커피전문점
비스킷플로어,3.8,36,61,https://place.map.kakao.com/1117657731,서울 노원구 동일로180길 61-7,공릉동 561-22,카페
블루마일스커피로스터즈,4.0,19,47,https://place.map.kakao.com/1454424295,서울 노원구 동일로190길 65 2층,공릉동 392-21,디저트카페
대마에스시,4.2,5,40,https://place.map.kakao.com/288510513,서울 노원구 동일로 1093 지층,공릉동 323-10,"초밥,롤"
씬머이,4.0,10,61,https://place.map.kakao.com/1714903264,서울 노원구 동일로173길 15,공릉동 683-25,베트남음식
백소정 공릉점,3.6,21,39,https://place.map.kakao.com/1514689637,서울 노원구 동일로 1024 1층,공릉동 577-7,"돈까스,우동"
에이치큐브,3.9,35,13,https://place.map.kakao.com/26927344,"서울 노원구 노원로1길 73-12 지하1층,1,2층",공릉동 240-243,카페
잔월,4.4,7,18,https://place.map.kakao.com/22080142,서울 노원구 동일로192길 38 지하1층,공릉동 393-15,일본식주점
춘보만두,3.0,25,31,https://place.map.kakao.com/16055808,서울 노원구 섬밭로 56,공릉동 571-30,한식
기린,3.9,13,1,https://place.map.kakao.com/270488437,서울 노원구 공릉로 209,공릉동 441-18,일본식라면
이너모스트,4.8,4,62,https://place.map.kakao.com/1910112179,서울 노원구 동일로183길 12-14 1층,공릉동 494-4,카페
투썸플레이스 노원공릉점,1.6,17,6,https://place.map.kakao.com/27303578,서울 노원구 동일로192길 52,공릉동 392-14,커피전문점
마이브라더스커피,2.5,2,20,https://place.map.kakao.com/19038710,서울 노원구 공릉로46길 28,공릉동 737,커피전문점
아티스트웨이,4.4,9,32,https://place.map.kakao.com/547299085,서울 노원구 동일로192다길 55,공릉동 366-27,카페
키노야 공릉점,4.4,7,7,https://place.map.kakao.com/674123744,서울 노원구 공릉로 152 1층,공릉동 340-17,일본식주점
화단과자점,4.5,13,45,https://place.map.kakao.com/1211861869,서울 노원구 동일로178길 59-25 1층 103호,공릉동 587-6,"제과,베이커리"
안시성,2.1,16,14,https://place.map.kakao.com/16906789,서울 노원구 화랑로 475,공릉동 653-20,중화요리
원조공릉곱창,3.3,3,23,https://place.map.kakao.com/16056887,서울 노원구 동일로 1062,공릉동 499-1,"곱창,막창"
싱싱오징어바다 과기대점,2.6,5,2,https://place.map.kakao.com/16330146,서울 노원구 동일로192길 30,공릉동 393-5,"해물,생선"
커피콩,3.6,11,15,https://place.map.kakao.com/18039621,서울 노원구 동일로193길 18,공릉동 379-24,커피전문점
권할머니능이흑염소,4.5,4,53,https://place.map.kakao.com/8680217,서울 노원구 공릉로41길 8,공릉동 411-12,"사철탕,영양탕"
할머니옛날보리쌈밥,4.7,11,9,https://place.map.kakao.com/9643836,서울 노원구 공릉로 133,공릉동 336-3,쌈밥
마롱카롱,3.5,13,44,https://place.map.kakao.com/1812102583,서울 노원구 공릉로 207 세림빌딩 2층,공릉동 441-19,"제과,베이커리"
프랭크버거,3.5,8,7,https://place.map.kakao.com/86710461,서울 노원구 노원로1길 67 대덕프라자 1층 118호,공릉동 89-1,햄버거
인차이나,3.3,19,11,https://place.map.kakao.com/26861724,서울 노원구 공릉로 167,공릉동 411-4,중화요리
등촌샤브칼국수 공릉점,4.7,18,37,https://place.map.kakao.com/1368613255,서울 노원구 공릉로 179 1층,공릉동 408-8,샤브샤브
공릉동멸치국수,3.4,8,6,https://place.map.kakao.com/21413715,서울 노원구 동일로173가길 43,공릉동 604-26,국수
7일간의양심,4.0,12,21,https://place.map.kakao.com/118701285,서울 노원구 동일로192길 5,공릉동 386-6,"스테이크,립"
공덕관,2.4,13,22,https://place.map.kakao.com/16765207,서울 노원구 동일로192길 38,공릉1동 393-15,중화요리
하마돈,3.6,21,28,https://place.map.kakao.com/2006598797,서울 노원구 공릉로 153,공릉동 345-3,양식
공릉동 원조멸치국수 본점,3.2,6,6,https://place.map.kakao.com/20745752,서울 노원구 동일로195길 16,공릉동 323-21,국수
아고라커피,3.6,22,60,https://place.map.kakao.com/1825626529,서울 노원구 동일로193길 14 1층,공릉동 379-23,카페
스와레,4.0,7,14,https://place.map.kakao.com/14659962,서울 노원구 화랑로51길 20 1층,공릉동 120-4,일식
싹쓰리솥뚜껑김치삼겹살,3.1,11,24,https://place.map.kakao.com/20747169,서울 노원구 동일로 1020,공릉동 577-10,삼겹살
굴다리 전주콩나물국밥,4.0,9,8,https://place.map.kakao.com/17209056,서울 노원구 동일로198길 32,공릉동 366-1,국밥
하노이별 공릉점,2.8,12,23,https://place.map.kakao.com/19010252,서울 노원구 동일로174길 44,공릉동 661-15,동남아음식
남자서른,3.1,14,21,https://place.map.kakao.com/1917911801,서울 노원구 공릉로37길 23 1층,공릉동 351-21,"호프,요리주점"
추운돼지삼겹살 공릉점,3.7,6,10,https://place.map.kakao.com/1563510748,서울 노원구 동일로186길 77-21,공릉동 504-20,삼겹살
라화방마라탕,3.8,5,23,https://place.map.kakao.com/315578128,서울 노원구 공릉로 208,공릉동 208-18,중식
태능고향풍천장어,3.3,4,5,https://place.map.kakao.com/16735673,서울 노원구 공릉로 101,공릉동 633-15,장어
고씨네 서울여대점,2.7,7,22,https://place.map.kakao.com/2093975828,서울 노원구 화랑로51나길 8 203호,공릉동 107-138,일식
BHC치킨 태릉입구점,1.9,13,8,https://place.map.kakao.com/26580341,서울 노원구 공릉로 109 1층,공릉동 633-11,치킨
스시락 2호공릉점,4.6,11,7,https://place.map.kakao.com/26838619,서울 노원구 공릉로 146 1층,공릉동 238-48,"초밥,롤"
스타쿠빙,4.7,7,7,https://place.map.kakao.com/1857538688,서울 노원구 동일로 1019,공릉동 576-18,카페
소문난기사식당,3.6,7,18,https://place.map.kakao.com/16268498,서울 노원구 동일로192길 30,공릉동 393-5,기사식당
만두장성,3.9,10,36,https://place.map.kakao.com/1339676000,서울 노원구 동일로180길 32 도깨비시장 나-20호,공릉동 585-1,분식
참치세상,4.4,5,28,https://place.map.kakao.com/24064837,서울 노원구 공릉로 204,공릉동 705,참치회
석천숯불갈비,3.6,8,13,https://place.map.kakao.com/20748983,서울 노원구 동일로 1001,공릉동 615-22,갈비
꽃중년푸줏간,2.6,5,16,https://place.map.kakao.com/25085271,서울 노원구 동일로 1057,공릉동 398-25,"육류,고기"
기가차다회집,3.4,5,8,https://place.map.kakao.com/1781898287,서울 노원구 동일로190길 65 우화빌딩 1층,공릉동 392-21,회
우아즈,4.1,14,46,https://place.map.kakao.com/1275682622,서울 노원구 공릉로27길 72-3,공릉동 350-90,테마카페
모두치킨,5.0,1,112,https://place.map.kakao.com/1127490386,서울 노원구 동일로191길 7 1층,공릉동 398-4,치킨
유정집 공릉점,2.0,1,2,https://place.map.kakao.com/16875802,서울 노원구 동일로173가길 65,공릉동 573-22,"육류,고기"
루맨틱,4.4,5,43,https://place.map.kakao.com/33565585,서울 노원구 공릉로 104,공릉동 644-17,"호프,요리주점"
사잇길,4.4,5,23,https://place.map.kakao.com/490038053,서울 노원구 공릉로34길 109,공릉동 224,술집
카페 오제트,4.1,12,51,https://place.map.kakao.com/1483345844,서울 노원구 공릉로51길 14-2 2층,공릉동 439-2,카페
소라분식 태릉본점,1.8,6,7,https://place.map.kakao.com/401975918,서울 노원구 화랑로51길 81 1층,공릉동 110,분식
청계천8가삼성곱창,3.9,9,17,https://place.map.kakao.com/23107625,서울 노원구 공릉로38길 9,공릉동 238-63,"곱창,막창"
춘천닭갈비 서울과기대점,4.8,8,13,https://place.map.kakao.com/16936111,서울 노원구 동일로192길 56,공릉동 392-27,닭요리
유니온커피로스터,3.5,14,11,https://place.map.kakao.com/26555618,서울 노원구 동일로198길 72 1층,공릉동 434-3,커피전문점
쇠뿔정육식당 공릉점,4.3,6,12,https://place.map.kakao.com/17909124,서울 노원구 공릉로20가길 1,공릉동 644-64,"육류,고기"
시작이밤이다,4.3,6,24,https://place.map.kakao.com/400355799,서울 노원구 동일로190길 33 현대빌라 101호,공릉동 393-10,"호프,요리주점"
우리할매떡볶이 공릉시장점,4.3,7,27,https://place.map.kakao.com/1940208491,서울 노원구 동일로180길 59 1층 02호,공릉동 561-20,떡볶이
로지스시 공릉점,3.9,20,14,https://place.map.kakao.com/27473705,서울 노원구 동일로192길 87,공릉동 441-152,일식
더맛나곱창,4.6,9,9,https://place.map.kakao.com/26948094,서울 노원구 동일로198길 36 1층,공릉동 366-2,"곱창,막창"
코타브레드,3.8,11,41,https://place.map.kakao.com/1344660940,서울 노원구 공릉로 165 1층,공릉동 411-5,"제과,베이커리"
마실자리 공릉철길점,3.1,7,11,https://place.map.kakao.com/544334420,서울 노원구 공릉로39길 28 1층,공릉동 350-102,"호프,요리주점"
오봉족발 본점,5.0,1,2,https://place.map.kakao.com/215280197,서울 노원구 공릉로32길 4 1층,공릉동 333-7,"족발,보쌈"
뽕신 공릉동점,4.0,8,18,https://place.map.kakao.com/17247659,서울 노원구 동일로 1078,공릉동 386-5,중화요리
엘밭,4.2,6,36,https://place.map.kakao.com/933986337,서울 노원구 섬밭로 16 201호,공릉동 609-9,"제과,베이커리"
이박사왕돈까스,3.4,11,14,https://place.map.kakao.com/16498930,서울 노원구 동일로173가길 127,공릉동 492-8,"돈까스,우동"
지금보고싶다 공릉점,5.0,2,26,https://place.map.kakao.com/1319008981,서울 노원구 동일로192길 63 2층,공릉동 389-9,"호프,요리주점"
광성반점,3.4,8,17,https://place.map.kakao.com/15377755,서울 노원구 동일로173가길 5,공릉동 609-17,중화요리
원조강영숙봉평메밀촌 본점,4.6,15,16,https://place.map.kakao.com/17223169,서울 노원구 공릉로 191-6,공릉동 441-40,국수
온고을,3.2,5,6,https://place.map.kakao.com/16472635,서울 노원구 동일로 1065,공릉동 398-5,한식
수돈재 공릉점,3.7,9,8,https://place.map.kakao.com/1472202260,서울 노원구 동일로192길 5 1층,공릉동 386-6,"육류,고기"
명륜진사갈비 서울공릉점,2.6,16,15,https://place.map.kakao.com/2015181783,서울 노원구 동일로 1106 2층,공릉동 362-1,갈비
서봉포차,5.0,1,3,https://place.map.kakao.com/25548212,서울 노원구 동일로192길 58,공릉동 392-18,실내포장마차
태릉수산,2.3,3,7,https://place.map.kakao.com/16417877,서울 노원구 섬밭로 54,공릉동 571-31,회
오늘손칼국수앤찜 공릉점,3.8,10,15,https://place.map.kakao.com/26418668,서울 노원구 동일로192길 5 2층,공릉동 386-6,"해물,생선"
동아맨숀,3.0,5,30,https://place.map.kakao.com/1433960184,서울 노원구 동일로184길 57,공릉동 509-38,술집
에이엔,4.5,4,19,https://place.map.kakao.com/1105006417,서울 노원구 동일로195길 7,공릉동 379-13,"초밥,롤"
찬이네곱창,5.0,3,16,https://place.map.kakao.com/1064474316,서울 노원구 공릉로51길 7,공릉동 440-11,"곱창,막창"
오스테리아 잭팟,3.6,8,33,https://place.map.kakao.com/110604231,서울 노원구 화랑로53길 14 1층,공릉동 27-19,양식
버거킹 화랑대역점,3.0,5,5,https://place.map.kakao.com/335629825,서울 노원구 노원로 3,공릉동 90-4,패스트푸드
써브웨이 공릉점,3.3,15,7,https://place.map.kakao.com/19658550,서울 노원구 공릉로 207,공릉동 441-19,샌드위치
전주식당,5.0,3,23,https://place.map.kakao.com/16589500,서울 노원구 화랑로 449-8,공릉동 661-3,"육류,고기"
향토곱창,2.7,7,14,https://place.map.kakao.com/16819810,서울 노원구 동일로191길 10,공릉동 383-18,"곱창,막창"
